empleado_id,nombre,tienda_id,rol,tipo_contrato,salario_diario_mxn,antiguedad_meses,disponibilidad
E00858,Antonio Ramos,T011,piso_reposicion,completo,241.01,52,completa
E00859,Miguel Vargas,T011,perecederos,completo,262.69,59,parcial_manana
E00860,Fernando Contreras,T011,perecederos,completo,255.94,26,completa
E00861,Alejandro Vázquez,T011,piso_reposicion,completo,220.18,104,completa
E00862,Elena Álvarez,T011,cajas,completo,226.69,104,completa
E00863,Ricardo Romero,T011,perecederos,completo,238.39,21,completa
E00864,Eduardo Rojas,T011,piso_reposicion,completo,259.95,41,completa
E00865,Guadalupe Ortiz,T011,piso_reposicion,completo,230.62,32,completa
E00866,Sofía Morales,T011,cajas,completo,220.12,111,completa
E00867,Verónica Ortiz,T011,almacen,completo,247.65,7,completa
E00868,Claudia Silva,T011,perecederos,completo,231.4,25,completa
E00869,Mario Mendoza,T011,perecederos,completo,259.3,38,completa
E00870,Salvador Sánchez,T011,cajas,completo,263.05,67,completa
E00871,Ricardo Martínez,T011,piso_reposicion,completo,255.73,30,completa
E00872,Javier Jiménez,T011,piso_reposicion,completo,245.64,64,completa
E00873,José Juárez,T011,almacen,completo,223.18,90,parcial_tarde
E00874,Raúl Ramos,T011,cajas,completo,278.47,100,completa
E00875,Laura Castillo,T011,almacen,completo,201.97,11,completa
E00876,Ana Álvarez,T011,cajas,completo,279.21,16,completa
E00877,Gabriela Jiménez,T011,piso_reposicion,completo,252.47,11,completa
E00878,Miguel Núñez,T011,almacen,completo,246.45,110,completa
E00879,Verónica Aguilar,T011,piso_reposicion,completo,222.74,78,completa
E00880,Guadalupe Castro,T011,cajas,completo,228.55,64,parcial_tarde
E00881,Ángel García,T012,cajas,completo,253.14,15,completa
E00882,Fernanda Aguilar,T012,perecederos,completo,288.51,97,completa
E00883,Guadalupe Hernández,T012,perecederos,completo,249.59,84,parcial_tarde
E00884,Fernando Martínez,T012,perecederos,completo,266.34,104,completa
E00885,Lucía Luna,T012,piso_reposicion,completo,215.87,11,parcial_manana
E00886,Sergio Ramos,T012,piso_reposicion,completo,254.23,25,completa
E00887,María González,T012,cajas,completo,230.5,106,completa
E00888,Sergio Medina,T012,cajas,completo,226.14,5,completa
E00889,Ángel Cruz,T012,perecederos,completo,244.35,61,completa
E00890,Fernanda Vázquez,T012,almacen,completo,240.31,48,completa
E00891,Andrea Rojas,T012,almacen,completo,205.29,113,completa
E00892,Patricia Flores,T012,almacen,completo,230.72,103,parcial_tarde
E00893,Sofía Aguilar,T012,piso_reposicion,completo,247.31,108,completa
E00894,Ricardo Delgado,T012,piso_reposicion,completo,247.55,34,completa
E00895,Daniela Ortiz,T012,piso_reposicion,completo,219.5,71,completa
E00896,Sofía Contreras,T012,cajas,completo,223.7,84,completa
E00897,Antonio Gutiérrez,T012,perecederos,completo,261.42,117,completa
E00898,Juan Chávez,T012,almacen,completo,210.12,0,completa
E00899,Elena Rojas,T012,piso_reposicion,completo,244.96,118,completa
E00900,Sofía Aguilar,T012,cajas,completo,241.4,42,completa
E00901,Laura Guerrero,T012,piso_reposicion,completo,232.47,15,completa
E00902,Itzel Álvarez,T012,almacen,completo,205.67,74,completa
E00903,Gabriela Vargas,T012,perecederos,completo,269.73,94,completa
E00904,Brenda Flores,T012,piso_reposicion,completo,219.28,15,completa
E00905,Sergio Morales,T012,cajas,completo,260.74,4,completa
E00906,Guadalupe Guerrero,T012,almacen,completo,203.56,108,completa
E00907,Brenda Mendoza,T012,cajas,completo,278.55,112,parcial_tarde
E00908,Antonio Gómez,T012,cajas,completo,261.07,18,completa
E00909,Óscar Reyes,T012,piso_reposicion,completo,219.09,109,completa
E00910,Andrea Álvarez,T012,cajas,completo,220.85,110,completa
E00911,Manuel Ramírez,T012,perecederos,completo,253.41,120,completa
E00912,Manuel González,T012,piso_reposicion,completo,217.64,26,completa
E00913,Ricardo Ruiz,T012,perecederos,completo,245.29,70,completa
E00914,Claudia Gómez,T012,piso_reposicion,completo,253.64,120,parcial_tarde
E00915,Eduardo Ruiz,T012,cajas,completo,256.19,109,completa
E00916,José Vázquez,T012,cajas,completo,230.59,73,completa
E00917,Carlos Silva,T012,piso_reposicion,completo,237.83,23,completa
E00918,Víctor Jiménez,T012,piso_reposicion,completo,222.79,10,completa
E00919,Sergio Guerrero,T012,cajas,completo,278.57,31,completa
E00920,Rubén Guerrero,T012,piso_reposicion,completo,211.64,7,completa
E00921,Raúl Torres,T012,cajas,completo,263.94,23,completa
E00922,Arturo Silva,T012,cajas,completo,266.38,9,completa
E00923,Mario Castro,T012,perecederos,completo,234.7,92,completa
E00924,Gabriela González,T012,almacen,completo,208.59,71,completa
E00925,Alejandro García,T012,piso_reposicion,completo,229.22,62,completa
E00926,Javier Rivera,T012,piso_reposicion,completo,253.41,97,completa
E00927,Patricia García,T012,piso_reposicion,completo,236.85,49,completa
E00928,Alejandro Cruz,T012,cajas,completo,259.32,48,completa
E00929,Óscar Silva,T012,piso_reposicion,completo,249.15,25,completa
E00930,Laura Ramos,T012,piso_reposicion,completo,251.41,53,completa
E00931,Gabriela García,T012,piso_reposicion,completo,233.81,21,completa
E00932,Adriana Ramos,T012,perecederos,completo,265.62,71,completa
E00933,Sofía Torres,T012,perecederos,completo,280.26,120,completa
E00934,Juan Guerrero,T012,cajas,completo,235.8,64,completa
E00935,Paola Hernández,T012,piso_reposicion,completo,252.72,36,parcial_tarde
E00936,Fernanda Ruiz,T012,almacen,completo,201.04,83,completa
E00937,Eduardo Gutiérrez,T012,almacen,completo,209.79,99,parcial_tarde
E00938,Diana García,T012,cajas,completo,268.01,57,completa
E00939,Arturo Medina,T012,cajas,completo,240.42,30,completa
E00940,Roberto Chávez,T012,piso_reposicion,completo,217.49,86,completa
E00941,Daniela Ruiz,T012,cajas,completo,231.21,22,completa
E00942,Alejandro Mendoza,T012,perecederos,completo,267.15,120,completa
E00943,Francisco Álvarez,T012,perecederos,completo,289.23,38,completa
E00944,Rubén Chávez,T012,piso_reposicion,completo,213.53,42,completa
E00945,Gabriela García,T012,cajas,completo,221.83,87,completa
E00946,Miguel Pérez,T012,piso_reposicion,completo,233.26,1,completa
E00947,Itzel Chávez,T012,piso_reposicion,completo,257.81,24,completa
E00948,Laura Morales,T012,almacen,completo,213.95,15,completa
E00949,Adriana Álvarez,T012,cajas,completo,277.55,47,completa
E00950,Miguel Ortiz,T012,perecederos,completo,292.14,66,completa
E00951,Fernando Guerrero,T012,cajas,completo,236.99,21,completa
E00952,Arturo Ramírez,T012,cajas,completo,269.02,41,completa
E00953,Silvia Morales,T012,cajas,completo,261.15,93,completa
E00954,Silvia Ruiz,T012,cajas,completo,250.71,113,completa
E00955,Mario González,T012,piso_reposicion,completo,231.15,1,completa
E00956,Patricia Díaz,T012,almacen,completo,240.78,75,completa
E00957,Luis Ruiz,T012,piso_reposicion,completo,249.65,3,completa
E00958,Brenda Romero,T012,piso_reposicion,completo,247.85,62,completa
E00959,Salvador Álvarez,T012,almacen,completo,249.91,106,completa
E00960,Elena Jiménez,T012,cajas,completo,248.71,96,parcial_manana
E00961,Ana Morales,T013,cajas,completo,259.64,19,completa
E00962,Rubén García,T013,piso_reposicion,completo,247.75,69,completa
E00963,Eduardo Díaz,T013,cajas,completo,222.23,120,completa
E00964,Ana Romero,T013,piso_reposicion,completo,237.69,83,completa
E00965,Roberto Pérez,T013,piso_reposicion,completo,238.79,111,completa
E00966,Eduardo González,T013,almacen,completo,215.17,23,completa
E00967,Adriana Medina,T013,cajas,completo,272.58,26,parcial_manana
E00968,Antonio Gutiérrez,T013,cajas,completo,229.76,90,completa
E00969,Diana Pérez,T013,perecederos,completo,255.49,37,completa
E00970,Roberto Castro,T013,perecederos,completo,289.41,102,parcial_tarde
E00971,Sergio Álvarez,T013,piso_reposicion,completo,219.53,56,completa
E00972,Miguel Martínez,T013,piso_reposicion,completo,251.07,24,completa
E00973,Alejandra Torres,T013,piso_reposicion,completo,213.95,102,completa
E00974,Francisco Cruz,T013,piso_reposicion,completo,234.46,66,completa
E00975,Óscar Castro,T013,cajas,completo,224.52,97,completa
E00976,Itzel López,T013,piso_reposicion,completo,243.9,54,completa
E00977,Alejandra Juárez,T013,piso_reposicion,completo,249.53,15,completa
E00978,Andrea Díaz,T013,piso_reposicion,completo,252.49,82,completa
E00979,Cecilia Pérez,T013,piso_reposicion,completo,259.06,15,completa
E00980,Arturo Guerrero,T013,piso_reposicion,completo,243.6,80,completa
E00981,Diana Hernández,T013,cajas,completo,266.14,50,completa
E00982,José Pérez,T013,cajas,completo,250.35,95,completa
E00983,María Luna,T013,perecederos,completo,293.89,105,completa
E00984,Patricia Jiménez,T013,cajas,completo,258.63,49,parcial_manana
E00985,Patricia Chávez,T013,perecederos,completo,291.85,106,completa
E00986,Eduardo Herrera,T013,perecederos,completo,246.48,13,completa
E00987,Alejandra Aguilar,T013,cajas,completo,249.8,12,completa
E00988,Silvia Mendoza,T013,perecederos,completo,281.09,120,completa
E00989,Claudia García,T013,cajas,completo,232.16,69,completa
E00990,Brenda Castillo,T013,piso_reposicion,completo,220.57,54,parcial_tarde
E00991,Claudia Gómez,T013,piso_reposicion,completo,258.9,18,completa
E00992,Daniela Juárez,T013,perecederos,completo,260.42,34,completa
E00993,Paola Jiménez,T013,cajas,completo,230.91,83,parcial_tarde
E00994,Antonio González,T013,perecederos,completo,253.2,99,completa
E00995,Elena Rojas,T013,almacen,completo,219.87,110,parcial_manana
E00996,Verónica Gómez,T013,almacen,completo,231.15,49,completa
E00997,Gabriela Rivera,T013,almacen,completo,246.15,55,completa
E00998,Fernando Luna,T013,perecederos,completo,299.06,19,parcial_tarde
E00999,Paola Álvarez,T013,cajas,completo,259.1,10,completa
E01000,Silvia Guerrero,T013,cajas,completo,262.0,52,completa
E01001,Roberto Medina,T013,cajas,completo,239.31,70,completa
E01002,Ricardo Núñez,T013,almacen,completo,242.86,12,completa
E01003,Roberto González,T013,cajas,completo,233.07,49,completa
E01004,Fernanda Romero,T013,cajas,completo,226.38,77,completa
E01005,Miguel Gómez,T013,almacen,completo,248.66,98,completa
E01006,Rubén Morales,T013,piso_reposicion,completo,253.21,113,completa
E01007,Roberto Flores,T013,piso_reposicion,completo,225.18,41,completa
E01008,Víctor Torres,T013,cajas,completo,260.51,47,completa
E01009,Karla Gutiérrez,T013,perecederos,completo,262.69,105,completa
E01010,Karla Núñez,T013,piso_reposicion,completo,226.16,83,completa
E01011,Brenda Aguilar,T013,perecederos,completo,250.07,33,completa
E01012,Rosa Reyes,T013,perecederos,completo,239.52,82,completa
E01013,Adriana Gutiérrez,T013,almacen,completo,227.47,19,completa
E01014,Luis Vázquez,T013,almacen,completo,222.33,54,completa
E01015,Ricardo Flores,T013,cajas,completo,250.73,37,completa
E01016,Juan Jiménez,T013,piso_reposicion,completo,220.77,120,completa
E01017,Óscar Herrera,T013,piso_reposicion,completo,256.93,4,parcial_tarde
E01018,Raúl Flores,T013,cajas,completo,258.32,103,parcial_manana
E01019,Lucía Romero,T013,cajas,completo,273.98,34,completa
E01020,Miguel Vargas,T013,piso_reposicion,completo,215.46,4,parcial_manana
E01021,Alejandro Jiménez,T013,piso_reposicion,completo,241.14,79,parcial_tarde
E01022,Gabriela Gómez,T013,piso_reposicion,completo,252.47,82,completa
E01023,Fernanda Castillo,T013,cajas,completo,239.86,17,completa
E01024,Mario Álvarez,T013,almacen,completo,209.76,4,completa
E01025,Ana Torres,T013,perecederos,completo,248.55,13,completa
E01026,Roberto Castillo,T013,piso_reposicion,completo,223.65,49,completa
E01027,María Herrera,T013,almacen,completo,222.36,16,completa
E01028,Ángel Díaz,T013,almacen,completo,216.3,85,completa
E01029,Carlos Morales,T013,cajas,completo,236.28,9,parcial_tarde
E01030,Fernanda Rojas,T013,piso_reposicion,completo,242.43,95,completa
E01031,Laura Cruz,T013,cajas,completo,223.18,105,completa
E01032,María Romero,T013,almacen,completo,217.02,86,completa
E01033,Itzel Pérez,T013,perecederos,completo,278.28,114,completa
E01034,Diana Luna,T013,piso_reposicion,completo,218.79,113,completa
E01035,Diana Romero,T013,cajas,completo,233.26,5,completa
E01036,Arturo Ruiz,T013,cajas,completo,232.04,41,completa
E01037,Elena Mendoza,T013,piso_reposicion,completo,210.05,91,completa
E01038,Óscar Cruz,T013,cajas,completo,248.43,41,completa
E01039,Diana Reyes,T013,piso_reposicion,completo,211.95,89,completa
E01040,Elena Vargas,T013,piso_reposicion,completo,223.65,93,completa
E01041,Arturo Martínez,T014,piso_reposicion,completo,241.58,87,completa
E01042,María Reyes,T014,piso_reposicion,completo,219.39,59,parcial_tarde
E01043,Alejandra Gómez,T014,piso_reposicion,completo,252.92,72,completa
E01044,Rubén López,T014,almacen,completo,202.67,116,completa
E01045,Javier González,T014,piso_reposicion,completo,239.76,52,completa
E01046,Antonio Ramos,T014,almacen,completo,249.19,72,completa
E01047,Arturo González,T014,piso_reposicion,completo,236.58,111,completa
E01048,Claudia Reyes,T014,perecederos,completo,286.05,45,completa
E01049,Andrea Castillo,T014,cajas,completo,255.71,101,completa
E01050,Adriana Guerrero,T014,almacen,completo,239.15,64,completa
E01051,María Hernández,T014,cajas,completo,259.34,106,completa
E01052,Jorge Gutiérrez,T014,perecederos,completo,278.38,56,completa
E01053,Gabriela González,T014,cajas,completo,233.67,76,completa
E01054,Daniela Gutiérrez,T014,almacen,completo,237.09,39,completa
E01055,Juan Ramos,T014,cajas,completo,234.27,76,completa
E01056,Carlos Álvarez,T014,piso_reposicion,completo,259.03,39,parcial_manana
E01057,Itzel Gutiérrez,T014,cajas,completo,233.67,73,completa
E01058,Alejandro Luna,T014,piso_reposicion,completo,221.83,95,parcial_tarde
E01059,José Pérez,T014,piso_reposicion,completo,252.93,52,completa
E01060,Eduardo López,T014,almacen,completo,212.15,51,completa
E01061,Javier García,T014,perecederos,completo,255.26,38,completa
E01062,Antonio Cruz,T014,piso_reposicion,completo,245.73,88,completa
E01063,Mario Ramírez,T014,perecederos,completo,241.11,71,completa
E01064,Sofía Hernández,T014,cajas,completo,229.54,62,completa
E01065,Sergio Flores,T014,almacen,completo,224.32,3,completa
E01066,Lucía Contreras,T014,piso_reposicion,completo,222.18,13,completa
E01067,Raúl Juárez,T014,cajas,completo,234.14,0,completa
E01068,Francisco García,T014,cajas,completo,220.55,102,completa
E01069,Óscar Núñez,T014,almacen,completo,218.52,103,completa
E01070,Lucía Torres,T014,piso_reposicion,completo,225.91,8,completa
E01071,Carlos Ortiz,T014,cajas,completo,221.87,5,parcial_manana
E01072,Miguel Reyes,T014,cajas,completo,257.27,94,parcial_tarde
E01073,Gabriela Ortiz,T014,piso_reposicion,completo,241.33,63,completa
E01074,Guadalupe Ruiz,T014,piso_reposicion,completo,213.54,37,completa
E01075,Mario Vargas,T014,almacen,completo,215.85,74,completa
E01076,Guadalupe Romero,T014,piso_reposicion,completo,253.64,28,completa
E01077,Rubén Aguilar,T014,perecederos,completo,270.75,23,parcial_manana
E01078,Gabriela Castro,T014,perecederos,completo,258.84,44,completa
E01079,Antonio Ramírez,T014,cajas,completo,247.91,108,completa
E01080,Elena Morales,T014,cajas,completo,232.5,92,completa
E01081,Daniela González,T014,cajas,completo,268.71,23,completa
E01082,Lucía Vargas,T014,perecederos,completo,293.98,67,completa
E01083,Lucía Gutiérrez,T014,cajas,completo,274.64,107,completa
E01084,Francisco Aguilar,T014,cajas,completo,233.44,115,completa
E01085,Claudia Castillo,T014,cajas,completo,238.64,92,completa
E01086,Silvia Rivera,T014,piso_reposicion,completo,218.03,15,parcial_tarde
E01087,Jorge Pérez,T014,piso_reposicion,completo,225.36,29,completa
E01088,Óscar Contreras,T014,almacen,completo,216.64,26,completa
E01089,Miguel Gómez,T014,cajas,completo,257.99,18,parcial_tarde
E01090,Fernanda González,T014,perecederos,completo,243.28,21,completa
E01091,Miguel Díaz,T014,cajas,completo,275.16,38,parcial_manana
E01092,Ricardo Núñez,T014,perecederos,completo,237.22,67,completa
E01093,Antonio Rivera,T014,perecederos,completo,230.48,48,completa
E01094,Fernando Silva,T014,piso_reposicion,completo,252.75,50,completa
E01095,Miguel Chávez,T014,perecederos,completo,279.26,29,completa
E01096,Arturo Guerrero,T014,perecederos,completo,254.88,18,completa
E01097,María Medina,T014,almacen,completo,229.77,120,completa
E01098,Silvia Martínez,T014,cajas,completo,233.41,72,completa
E01099,Juan Jiménez,T014,cajas,completo,230.1,27,completa
E01100,Alejandro Ortiz,T014,perecederos,completo,262.98,98,completa
E01101,Salvador Torres,T014,piso_reposicion,completo,227.66,100,completa
E01102,Laura Vázquez,T014,piso_reposicion,completo,240.76,116,completa
E01103,Ana González,T014,cajas,completo,233.09,19,parcial_tarde
E01104,Lucía Herrera,T014,piso_reposicion,completo,243.15,77,parcial_tarde
E01105,Ana Juárez,T014,perecederos,completo,283.68,118,completa
E01106,Mario Hernández,T014,cajas,completo,230.0,97,completa
E01107,Antonio Ramos,T014,piso_reposicion,completo,212.19,27,completa
E01108,Itzel Medina,T014,cajas,completo,246.38,108,completa
E01109,Jorge López,T014,piso_reposicion,completo,248.7,51,completa
E01110,Laura Morales,T014,piso_reposicion,completo,242.54,59,completa
E01111,Rubén Rivera,T014,cajas,completo,262.11,67,completa
E01112,Ramón Martínez,T014,cajas,completo,244.17,93,completa
E01113,Brenda Juárez,T014,piso_reposicion,completo,221.75,14,completa
E01114,Sofía Gutiérrez,T014,cajas,completo,251.91,65,completa
E01115,Roberto Ruiz,T014,almacen,completo,210.22,98,completa
E01116,Sergio Romero,T014,piso_reposicion,completo,246.31,66,completa
E01117,Antonio Rojas,T014,piso_reposicion,completo,219.85,33,completa
E01118,Jorge Silva,T014,piso_reposicion,completo,224.56,6,completa
E01119,Fernando Mendoza,T014,almacen,completo,225.33,66,completa
E01120,Raúl Cruz,T014,piso_reposicion,completo,234.34,85,completa
E01121,Alejandro Gómez,T015,cajas,completo,240.82,99,parcial_tarde
E01122,Daniela Romero,T015,perecederos,completo,274.67,118,completa
E01123,Raúl Castillo,T015,perecederos,completo,254.15,0,completa
E01124,Miguel García,T015,cajas,completo,243.76,56,completa
E01125,Patricia Núñez,T015,perecederos,completo,232.8,14,completa
E01126,Gabriela Castillo,T015,piso_reposicion,completo,255.9,52,completa
E01127,Ricardo Flores,T015,perecederos,completo,258.48,74,completa
E01128,Itzel Aguilar,T015,piso_reposicion,completo,226.41,49,parcial_manana
E01129,Itzel Herrera,T015,piso_reposicion,completo,214.32,37,completa
E01130,Sofía Núñez,T015,cajas,completo,258.05,37,completa
E01131,Claudia Martínez,T015,piso_reposicion,completo,253.19,36,completa
E01132,Alejandro Ortiz,T015,cajas,completo,222.47,39,completa
E01133,Daniela Ramírez,T015,perecederos,completo,240.17,45,parcial_manana
E01134,Gabriela Castillo,T015,piso_reposicion,completo,217.32,83,parcial_tarde
E01135,Ricardo Jiménez,T015,almacen,completo,230.11,11,parcial_tarde
E01136,Laura Chávez,T015,piso_reposicion,completo,256.06,4,completa
E01137,Jorge Silva,T015,cajas,completo,246.27,62,completa
E01138,Salvador Vázquez,T015,almacen,completo,217.19,82,completa
E01139,Jorge Ortiz,T015,cajas,completo,265.95,31,completa
E01140,Fernando López,T015,cajas,completo,264.55,24,completa
E01141,Mónica Gómez,T015,piso_reposicion,completo,222.34,75,completa
E01142,Guadalupe Rojas,T015,piso_reposicion,completo,218.04,46,completa
E01143,Elena Chávez,T015,cajas,completo,241.47,89,parcial_manana
E01144,Miguel Núñez,T015,cajas,completo,266.54,17,completa
E01145,Salvador Vázquez,T015,almacen,completo,234.75,14,parcial_manana
E01146,Salvador Vázquez,T015,cajas,completo,259.95,66,completa
E01147,Lucía Gutiérrez,T015,piso_reposicion,completo,251.47,47,completa
E01148,Jorge Castillo,T015,piso_reposicion,completo,223.86,88,completa
E01149,Raúl López,T015,perecederos,completo,253.78,61,completa
E01150,Gabriela López,T015,almacen,completo,202.12,42,completa
E01151,Itzel Ramos,T015,perecederos,completo,290.81,19,completa
E01152,Laura Romero,T015,cajas,completo,254.95,19,completa
E01153,Eduardo Castillo,T015,cajas,completo,237.89,91,parcial_tarde
E01154,Rosa Gutiérrez,T015,cajas,completo,224.16,27,completa
E01155,Sergio Gómez,T015,cajas,completo,263.4,60,completa
E01156,Itzel Vargas,T015,cajas,completo,264.92,98,completa
E01157,Ana Mendoza,T015,perecederos,completo,276.63,108,completa
E01158,Laura Martínez,T015,cajas,completo,232.23,32,completa
E01159,Ángel Chávez,T015,piso_reposicion,completo,255.66,13,completa
E01160,María Vargas,T015,piso_reposicion,completo,247.66,93,completa
E01161,Óscar Álvarez,T015,piso_reposicion,completo,242.89,83,completa
E01162,Alejandra Gómez,T015,perecederos,completo,275.57,40,completa
E01163,Daniela Núñez,T015,perecederos,completo,293.31,71,completa
E01164,Itzel Medina,T015,piso_reposicion,completo,256.42,22,parcial_manana
E01165,Víctor Gutiérrez,T015,almacen,completo,229.78,84,completa
E01166,Alejandro Aguilar,T015,almacen,completo,220.83,88,completa
E01167,María Guerrero,T015,perecederos,completo,255.46,36,completa
E01168,Carlos Flores,T015,piso_reposicion,completo,250.95,56,completa
E01169,Guadalupe Sánchez,T015,cajas,completo,258.68,40,completa
E01170,Silvia Gutiérrez,T015,piso_reposicion,completo,213.86,3,completa
E01171,Adriana Hernández,T015,almacen,completo,207.11,15,completa
E01172,Gabriela Delgado,T015,almacen,completo,245.01,116,completa
E01173,Patricia Contreras,T015,cajas,completo,273.07,55,completa
E01174,Víctor Mendoza,T015,piso_reposicion,completo,257.59,17,parcial_manana
E01175,Eduardo Silva,T015,cajas,completo,245.67,5,completa
E01176,Lucía López,T015,piso_reposicion,completo,249.2,42,completa
E01177,Verónica Aguilar,T015,perecederos,completo,287.98,118,parcial_tarde
E01178,Óscar Gutiérrez,T015,cajas,completo,238.94,46,completa
E01179,Claudia Gómez,T015,almacen,completo,207.27,120,completa
E01180,Andrea Díaz,T015,cajas,completo,279.82,59,completa
E01181,Adriana Vázquez,T015,cajas,completo,221.81,92,completa
E01182,Alejandro Aguilar,T015,piso_reposicion,completo,239.87,95,completa
E01183,Cecilia Sánchez,T015,piso_reposicion,completo,242.51,3,completa
E01184,Paola Mendoza,T015,piso_reposicion,completo,244.09,0,completa
E01185,Eduardo Luna,T015,almacen,completo,212.78,111,completa
E01186,Paola García,T015,piso_reposicion,completo,246.08,112,completa
E01187,Antonio Rojas,T015,cajas,completo,232.98,16,completa
E01188,Cecilia Mendoza,T015,almacen,completo,241.45,78,completa
E01189,Francisco Reyes,T015,cajas,completo,233.15,111,parcial_manana
E01190,Sergio Castro,T015,piso_reposicion,completo,244.84,115,completa
E01191,Ana Mendoza,T015,almacen,completo,239.17,35,completa
E01192,Ricardo Ruiz,T015,piso_reposicion,completo,219.45,98,completa
E01193,Sergio Hernández,T015,perecederos,completo,246.66,78,completa
E01194,Manuel López,T015,piso_reposicion,completo,248.96,112,completa
E01195,Cecilia Aguilar,T015,perecederos,completo,236.02,17,parcial_tarde
E01196,Raúl Díaz,T015,piso_reposicion,completo,219.54,72,completa
E01197,Roberto Flores,T015,cajas,completo,247.33,2,completa
E01198,Diana Ortiz,T015,cajas,completo,275.81,43,completa
E01199,Raúl Castro,T015,piso_reposicion,completo,238.09,1,completa
E01200,Karla Ramírez,T015,piso_reposicion,completo,229.38,53,completa
E01201,Itzel Martínez,T016,almacen,completo,226.72,12,completa
E01202,Víctor Castro,T016,cajas,completo,271.34,101,completa
E01203,Sofía Vázquez,T016,almacen,completo,237.47,29,completa
E01204,Adriana Ramos,T016,piso_reposicion,completo,224.55,118,completa
E01205,Jorge Silva,T016,piso_reposicion,completo,216.19,63,completa
E01206,Luis Ramírez,T016,piso_reposicion,completo,255.03,38,completa
E01207,Elena Contreras,T016,cajas,completo,271.25,27,completa
E01208,Patricia Herrera,T016,cajas,completo,223.22,44,completa
E01209,Claudia Torres,T016,cajas,completo,269.42,4,completa
E01210,José Herrera,T016,cajas,completo,225.83,83,completa
E01211,Patricia Ruiz,T016,piso_reposicion,completo,213.16,85,completa
E01212,Sergio Cruz,T016,piso_reposicion,completo,247.93,80,completa
E01213,Andrea Reyes,T016,perecederos,completo,267.54,66,completa
E01214,Mónica Delgado,T016,piso_reposicion,completo,230.73,43,completa
E01215,Arturo Sánchez,T016,cajas,completo,274.23,87,completa
E01216,Rubén García,T016,almacen,completo,241.97,105,completa
E01217,Fernanda Medina,T016,piso_reposicion,completo,212.88,10,completa
E01218,Patricia Núñez,T016,perecederos,completo,273.13,46,completa
E01219,Óscar Jiménez,T016,piso_reposicion,completo,248.61,120,completa
E01220,Mónica Pérez,T016,perecederos,completo,268.53,104,completa
E01221,Adriana Vázquez,T016,almacen,completo,249.15,120,completa
E01222,Karla Rivera,T016,perecederos,completo,278.02,22,completa
E01223,Laura Delgado,T016,perecederos,completo,237.29,56,completa
E01224,Fernando Mendoza,T016,cajas,completo,231.9,15,completa
E01225,Ángel Reyes,T016,cajas,completo,269.57,104,completa
E01226,Mario Mendoza,T016,cajas,completo,279.81,62,completa
E01227,José Medina,T016,perecederos,completo,236.88,29,completa
E01228,Verónica Herrera,T016,perecederos,completo,237.02,10,completa
E01229,Elena Cruz,T016,piso_reposicion,completo,248.17,89,completa
E01230,Miguel Castillo,T016,perecederos,completo,234.5,98,completa
E01231,Juan Martínez,T016,almacen,completo,203.43,106,completa
E01232,Javier Ortiz,T016,piso_reposicion,completo,254.44,117,parcial_tarde
E01233,Gabriela Morales,T016,piso_reposicion,completo,250.02,98,completa
E01234,Javier Vázquez,T016,piso_reposicion,completo,254.08,95,completa
E01235,Fernando Contreras,T016,perecederos,completo,275.54,98,completa
E01236,Ramón Contreras,T016,cajas,completo,239.35,120,completa
E01237,Arturo Ramos,T016,cajas,completo,274.38,56,completa
E01238,Brenda Aguilar,T016,piso_reposicion,completo,224.94,91,completa
E01239,Daniela González,T016,cajas,completo,236.53,99,parcial_tarde
E01240,Patricia Ramos,T016,almacen,completo,244.32,14,completa
E01241,Antonio Herrera,T016,piso_reposicion,completo,244.04,83,completa
E01242,Alejandra Herrera,T016,piso_reposicion,completo,254.78,40,completa
E01243,Antonio Contreras,T016,piso_reposicion,completo,217.8,16,completa
E01244,Fernanda Chávez,T016,cajas,completo,277.14,20,completa
E01245,Juan Núñez,T016,almacen,completo,230.64,13,completa
E01246,Javier Silva,T016,piso_reposicion,completo,243.4,108,completa
E01247,Diana Castillo,T016,piso_reposicion,completo,255.7,93,completa
E01248,Francisco Hernández,T016,cajas,completo,242.85,12,completa
E01249,Arturo Morales,T016,cajas,completo,263.17,75,completa
E01250,Ángel Ruiz,T016,cajas,completo,258.42,79,completa
E01251,Claudia Romero,T016,piso_reposicion,completo,249.39,62,completa
E01252,Luis Luna,T016,cajas,completo,273.82,73,completa
E01253,Ana Juárez,T016,perecederos,completo,277.6,109,completa
E01254,Diana López,T016,cajas,completo,224.06,62,parcial_tarde
E01255,Gabriela Guerrero,T016,perecederos,completo,242.82,79,completa
E01256,Sofía Cruz,T016,piso_reposicion,completo,257.7,69,completa
E01257,Sofía Juárez,T016,piso_reposicion,completo,258.43,47,completa
E01258,Itzel Jiménez,T016,piso_reposicion,completo,258.37,107,completa
E01259,María Chávez,T016,almacen,completo,201.84,50,parcial_manana
E01260,Ana López,T016,perecederos,completo,256.77,96,completa
E01261,Laura González,T016,piso_reposicion,completo,247.98,73,completa
E01262,Silvia Romero,T016,piso_reposicion,completo,247.64,82,completa
E01263,Manuel Castillo,T016,piso_reposicion,completo,214.3,91,completa
E01264,Laura Castillo,T016,cajas,completo,256.57,89,completa
E01265,Sofía Sánchez,T016,piso_reposicion,completo,217.14,68,completa
E01266,Rubén Jiménez,T016,perecederos,completo,264.52,74,completa
E01267,Óscar López,T016,almacen,completo,211.98,61,parcial_manana
